,Draw Id,Date,Time,1,2,3,4,5,6
214,6638,21-10-2021,21:50:00,48,26,28,17,23,41
215,6637,19-10-2021,21:50:00,15,18,40,26,32,10
216,6636,16-10-2021,21:50:00,45,18,8,40,4,5
217,6635,14-10-2021,21:50:00,6,1,11,22,13,46
218,6634,12-10-2021,21:50:00,18,25,21,38,48,33
219,6633,09-10-2021,21:50:00,12,7,8,43,18,37
220,6632,07-10-2021,21:50:00,1,46,44,24,16,37
221,6631,05-10-2021,21:50:00,33,7,21,25,32,13
222,6630,02-10-2021,21:50:00,42,7,21,1,32,23
223,6629,30-09-2021,21:50:00,43,34,45,3,28,1
224,6628,28-09-2021,21:50:00,18,42,17,31,22,46
225,6627,25-09-2021,21:50:00,19,41,48,24,4,15
226,6626,23-09-2021,21:50:00,47,1,24,14,42,31
227,6625,21-09-2021,21:50:00,35,18,10,19,39,7
228,6624,18-09-2021,21:50:00,45,43,13,14,38,33
229,6623,16-09-2021,21:50:00,7,43,44,3,2,6
230,6622,14-09-2021,21:50:00,35,16,46,23,6,15
231,6621,11-09-2021,21:50:00,46,33,45,2,30,41
232,6620,09-09-2021,21:50:00,28,3,15,23,46,21
233,6619,07-09-2021,21:50:00,1,4,42,10,20,19
234,6618,04-09-2021,21:50:00,29,38,34,30,35,28
235,6617,02-09-2021,21:50:00,4,22,36,9,17,30
236,6616,31-08-2021,21:50:00,26,12,31,41,43,17
237,6615,28-08-2021,21:50:00,6,3,10,29,23,15
238,6614,26-08-2021,21:50:00,6,8,13,10,16,5
239,6613,24-08-2021,21:50:00,39,9,30,47,4,25
240,6612,21-08-2021,21:50:00,33,15,20,22,4,12
241,6611,19-08-2021,21:50:00,36,22,12,6,8,32
242,6610,17-08-2021,21:50:00,23,27,36,5,32,4
243,6609,14-08-2021,21:50:00,33,37,10,19,28,34
244,6608,12-08-2021,21:50:00,18,20,35,8,39,19
245,6607,10-08-2021,21:50:00,14,31,7,26,32,43
246,6606,07-08-2021,21:50:00,23,39,21,20,12,33
247,6605,05-08-2021,21:50:00,34,21,28,35,29,13
248,6604,03-08-2021,21:50:00,23,22,8,10,1,28
249,6603,31-07-2021,21:50:00,22,12,13,31,44,34
250,6602,29-07-2021,21:50:00,46,12,42,39,35,7
251,6601,27-07-2021,21:50:00,6,38,36,26,46,16
252,6600,24-07-2021,21:50:00,23,32,26,39,29,10
253,6599,22-07-2021,21:50:00,19,14,28,44,17,23
254,6598,20-07-2021,21:50:00,34,47,7,3,11,16
255,6597,17-07-2021,21:50:00,13,22,30,8,21,2
256,6596,15-07-2021,21:50:00,5,19,33,12,24,45
257,6595,13-07-2021,21:50:00,37,8,1,11,26,47
258,6594,10-07-2021,21:50:00,16,45,31,1,4,36
259,6593,08-07-2021,21:50:00,24,18,8,29,4,47
260,6592,06-07-2021,21:50:00,3,44,42,32,2,33
261,6591,03-07-2021,21:50:00,49,40,43,17,29,33
262,6590,01-07-2021,21:50:00,33,38,19,10,44,3
263,6589,29-06-2021,21:50:00,39,1,25,16,34,36
264,6588,26-06-2021,21:50:00,49,44,30,2,14,34
265,6587,24-06-2021,21:50:00,39,19,35,29,47,14
266,6586,22-06-2021,21:50:00,25,23,44,9,14,10
267,6585,19-06-2021,21:50:00,31,13,47,34,3,43
268,6584,17-06-2021,21:50:00,48,24,19,20,46,17
269,6583,15-06-2021,21:50:00,46,30,1,24,2,49
270,6582,12-06-2021,21:50:00,19,21,37,22,16,1
271,6581,10-06-2021,21:50:00,3,46,41,4,31,14
272,6580,08-06-2021,21:50:00,27,3,29,19,20,40
